'28113','601','-1','1','X','0','5','5',NULL
'28113','602','-1','-1',NULL,'-1','5','5',NULL
'28113','602','-1','1','X','0','5','5',NULL
'28113','603','-1','-1',NULL,'-1','5','5',NULL
'28113','603','-1','1','X','0','5','5',NULL
'28113','604','-1','-1',NULL,'-1','5','5',NULL
'28113','604','-1','1','X','0','5','5',NULL
'28113','605','-1','-1',NULL,'-1','5','5',NULL
'28113','605','-1','1','X','0','5','5',NULL
'28113','646','-1','-1',NULL,'-1','5',NULL,NULL
'28113','650','-1','-1',NULL,'-1','5','5',NULL
'28113','650','-1','1','X','0','5','5',NULL
'28113','750','-1','-1',NULL,'-1','5','5',NULL
'28113','769','-1','-1',NULL,'-1','5','5',NULL
'28113','769','-1','1','+049','0','5','5',NULL
'28113','770','-1','-1',NULL,'-1','5','5',NULL
'28113','770','-1','1','+0','2','5','5',NULL
'28113','784','-1','-1',NULL,'-1','5','5',NULL
'28113','784','-1','1','+0','0','5','5',NULL
'28113','851','-1','-1',NULL,'-1','7','7',NULL
'28113','900','-1','-1',NULL,'-1','4','4',NULL
'28113','900','-1','1','.','4','4','4',NULL
'28113','901','-1','-1',NULL,'-1','3','3',NULL
'28113','901','-1','1','.','4','3','3',NULL
'28113','909','-1','-1',NULL,'-1','4','4',NULL
'28113','909','-1','1','..','0','12','12',NULL
'28113','960','-1','-1',NULL,'-1','12','12',NULL
'28113','960','-1','1','..','0','12','12',NULL
'28113','961','-1','-1',NULL,'-1','12','12',NULL
'28113','961','-1','1','..','0','12','12',NULL
'28113','979','-1','-1',NULL,'-1','11','11',NULL
'28113','979','-1','1','....','0','11','11',NULL
'28113','980','-1','-1',NULL,'-1','12','12',NULL
'28113','980','-1','1','.','2','12','12',NULL
'28113','990','-1','-1',NULL,'-1','4','4',NULL
'28113','1211','-1','-1',NULL,'-1','3','3',NULL
'28113','1211','-1','1','...+05045121','4','3','3',NULL
'28113','1212','-1','-1',NULL,'-1','7','7',NULL
'28113','1212','-1','3','.','4','7','7',NULL
'28113','1213','-1','-1',NULL,'-1','12','12',NULL
'28113','1213','0','3','..X','2','12','12',NULL
'28113','1218','-1','-1',NULL,'-1','14','14',NULL
'28113','1218','-1','1','.','2','14','14',NULL
'28113','1219','-1','-1',NULL,'-1','10','10',NULL
'28113','1219','-1','1','.','2','10','10',NULL
